"annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at"
225,"1","click","2025-02-26T20:04:38.746655Z",225,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214750_436-0005.jpeg",1.955,"2025-02-26T20:04:38.746679Z"
226,"1","","2025-02-26T20:04:40.680065Z",226,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214750_436-0006.jpeg",1.631,"2025-02-26T20:04:40.680087Z"
227,"1","click","2025-02-26T20:05:02.831703Z",227,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214750_436-0007.jpeg",21.86,"2025-02-26T20:05:02.831729Z"
228,"1","","2025-02-26T20:05:05.434207Z",228,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214750_436-0008.jpeg",2.316,"2025-02-26T20:05:05.434231Z"
229,"1","click","2025-02-26T20:05:08.357025Z",229,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214750_436-0009.jpeg",2.613,"2025-02-26T20:05:08.357050Z"
230,"1","","2025-02-26T20:05:09.949491Z",230,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214750_436-0010.jpeg",1.3,"2025-02-26T20:05:09.949518Z"
231,"1","click","2025-02-26T20:05:11.617662Z",231,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214750_436-0011.jpeg",1.377,"2025-02-26T20:05:11.617683Z"
232,"1","","2025-02-26T20:05:14.229359Z",232,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214750_436-0012.jpeg",2.31,"2025-02-26T20:05:14.229384Z"
233,"1","click","2025-02-26T20:05:15.936866Z",233,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214750_436-0013.jpeg",1.406,"2025-02-26T20:05:15.936894Z"
234,"1","","2025-02-26T20:05:17.459186Z",234,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214750_436-0014.jpeg",1.218,"2025-02-26T20:05:17.459209Z"
235,"1","","2025-02-26T20:05:18.607450Z",235,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214750_436-0015.jpeg",0.842,"2025-02-26T20:05:18.607475Z"
236,"1","click","2025-02-26T20:05:24.666155Z",236,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214750_436-0016.jpeg",5.757,"2025-02-26T20:05:24.666179Z"
238,"1","","2025-02-26T20:06:28.111246Z",237,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214750_436-0017.jpeg",53.997,"2025-02-26T20:06:28.111270Z"
239,"1","click","2025-02-26T20:06:31.607836Z",238,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214750_436-0018.jpeg",3.201,"2025-02-26T20:06:31.607861Z"
240,"1","","2025-02-26T20:06:33.260442Z",239,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214750_436-0019.jpeg",1.344,"2025-02-26T20:06:33.260464Z"
241,"1","click","2025-02-26T20:06:35.980059Z",240,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214750_436-0020.jpeg",2.41,"2025-02-26T20:06:35.980083Z"
242,"1","","2025-02-26T20:06:38.514935Z",241,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0001.jpeg",2.218,"2025-02-26T20:06:38.514957Z"
243,"1","click","2025-02-26T20:06:40.810645Z",242,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0002.jpeg",1.959,"2025-02-26T20:06:40.810682Z"
244,"1","","2025-02-26T20:06:57.910100Z",243,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0003.jpeg",5.316,"2025-02-26T20:06:57.910126Z"
245,"1","","2025-02-26T20:06:59.876318Z",244,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0004.jpeg",1.656,"2025-02-26T20:06:59.876344Z"
246,"1","{""choices"":[""whistle"",""click""]}","2025-02-26T20:07:07.894729Z",245,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0005.jpeg",7.708,"2025-02-26T20:07:07.894753Z"
247,"1","","2025-02-26T20:07:10.243821Z",246,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0006.jpeg",2.037,"2025-02-26T20:07:10.243847Z"
248,"1","click","2025-02-26T20:07:12.387052Z",247,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0007.jpeg",1.824,"2025-02-26T20:07:12.387079Z"
249,"1","","2025-02-26T20:07:15.415378Z",248,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0008.jpeg",2.72,"2025-02-26T20:07:15.415402Z"
250,"1","click","2025-02-26T20:07:22.192235Z",249,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0009.jpeg",6.467,"2025-02-26T20:07:22.192260Z"
251,"1","","2025-02-26T20:07:23.653770Z",250,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0010.jpeg",1.157,"2025-02-26T20:07:23.653791Z"
252,"1","click","2025-02-26T20:07:32.167153Z",251,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0011.jpeg",8.214,"2025-02-26T20:07:32.167178Z"
253,"1","","2025-02-26T20:07:35.828436Z",252,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0012.jpeg",3.351,"2025-02-26T20:07:35.828461Z"
254,"1","click","2025-02-26T20:07:45.173214Z",253,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0013.jpeg",9.035,"2025-02-26T20:07:45.173239Z"
255,"1","","2025-02-26T20:07:51.573735Z",254,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0014.jpeg",6.072,"2025-02-26T20:07:51.573760Z"
256,"1","","2025-02-26T20:07:53.156383Z",255,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0015.jpeg",1.268,"2025-02-26T20:07:53.156405Z"
257,"1","click","2025-02-26T20:08:00.371954Z",256,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0016.jpeg",6.906,"2025-02-26T20:08:00.371978Z"
258,"1","","2025-02-26T20:08:02.331707Z",257,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0017.jpeg",1.653,"2025-02-26T20:08:02.331739Z"
259,"1","click","2025-02-26T20:08:04.157673Z",258,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0018.jpeg",1.518,"2025-02-26T20:08:04.157694Z"
260,"1","","2025-02-26T20:08:05.794092Z",259,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0019.jpeg",1.311,"2025-02-26T20:08:05.794117Z"
261,"1","click","2025-02-26T20:08:07.312838Z",260,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214850_436-0020.jpeg",1.218,"2025-02-26T20:08:07.312860Z"
262,"1","","2025-02-26T20:08:10.351140Z",261,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0001.jpeg",2.59,"2025-02-26T20:08:10.351166Z"
263,"1","click","2025-02-26T20:08:12.894919Z",262,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0002.jpeg",2.221,"2025-02-26T20:08:12.894942Z"
264,"1","","2025-02-26T20:08:14.347287Z",263,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0003.jpeg",1.131,"2025-02-26T20:08:14.347312Z"
265,"1","click","2025-02-26T20:08:17.302341Z",264,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0004.jpeg",2.64,"2025-02-26T20:08:17.302366Z"
266,"1","whistle","2025-02-26T20:08:23.680299Z",265,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0005.jpeg",6.065,"2025-02-26T20:08:23.680324Z"
267,"1","whistle","2025-02-26T20:08:26.834081Z",266,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0006.jpeg",2.822,"2025-02-26T20:08:26.834106Z"
268,"1","click","2025-02-26T20:08:28.675106Z",267,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0007.jpeg",1.521,"2025-02-26T20:08:28.675128Z"
269,"1","","2025-02-26T20:08:44.106031Z",268,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0008.jpeg",15.101,"2025-02-26T20:08:44.106056Z"
270,"1","click","2025-02-26T20:08:51.488695Z",269,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0009.jpeg",7.066,"2025-02-26T20:08:51.488719Z"
271,"1","","2025-02-26T20:08:54.577760Z",270,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0010.jpeg",2.753,"2025-02-26T20:08:54.577785Z"
272,"1","click","2025-02-26T20:09:01.360777Z",271,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0011.jpeg",6.447,"2025-02-26T20:09:01.360802Z"
273,"1","","2025-02-26T20:09:03.075183Z",272,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0012.jpeg",1.371,"2025-02-26T20:09:03.075204Z"
274,"1","click","2025-02-26T20:09:05.460332Z",273,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0013.jpeg",2.055,"2025-02-26T20:09:05.460357Z"
275,"1","","2025-02-26T20:09:07.584543Z",274,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0014.jpeg",1.785,"2025-02-26T20:09:07.584568Z"
276,"1","click","2025-02-26T20:09:10.092001Z",275,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0015.jpeg",2.162,"2025-02-26T20:09:10.092033Z"
277,"1","","2025-02-26T20:09:11.834619Z",276,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0016.jpeg",1.412,"2025-02-26T20:09:11.834640Z"
278,"1","","2025-02-26T20:09:13.316185Z",277,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0017.jpeg",1.161,"2025-02-26T20:09:13.316205Z"
279,"1","click","2025-02-26T20:09:18.746385Z",278,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0018.jpeg",5.098,"2025-02-26T20:09:18.746410Z"
280,"1","","2025-02-26T20:09:20.415959Z",279,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0019.jpeg",1.323,"2025-02-26T20:09:20.415982Z"
281,"1","click","2025-02-26T20:09:22.844682Z",280,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_214950_436-0020.jpeg",2.105,"2025-02-26T20:09:22.844704Z"
282,"1","","2025-02-26T20:09:25.364154Z",281,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0001.jpeg",2.192,"2025-02-26T20:09:25.364178Z"
283,"1","click","2025-02-26T20:09:28.636321Z",282,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0002.jpeg",2.941,"2025-02-26T20:09:28.636345Z"
284,"1","","2025-02-26T20:09:30.234076Z",283,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0003.jpeg",1.254,"2025-02-26T20:09:30.234105Z"
285,"1","{""choices"":[""whistle"",""click""]}","2025-02-26T20:09:39.643599Z",284,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0004.jpeg",9.072,"2025-02-26T20:09:39.643626Z"
286,"1","","2025-02-26T20:09:41.997720Z",285,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0005.jpeg",2.006,"2025-02-26T20:09:41.997744Z"
287,"1","{""choices"":[""whistle"",""click""]}","2025-02-26T20:09:44.672184Z",286,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0006.jpeg",2.34,"2025-02-26T20:09:44.672208Z"
288,"1","","2025-02-26T20:09:48.284631Z",287,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0007.jpeg",2.989,"2025-02-26T20:09:48.284659Z"
289,"1","whistle","2025-02-26T20:09:51.846593Z",288,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0008.jpeg",3.179,"2025-02-26T20:09:51.846620Z"
290,"1","click","2025-02-26T20:09:54.622456Z",289,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0009.jpeg",2.435,"2025-02-26T20:09:54.622478Z"
291,"1","","2025-02-26T20:09:57.165065Z",290,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0010.jpeg",2.2,"2025-02-26T20:09:57.165089Z"
292,"1","click","2025-02-26T20:10:01.431868Z",291,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0011.jpeg",3.918,"2025-02-26T20:10:01.431891Z"
293,"1","","2025-02-26T20:10:05.097664Z",292,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0012.jpeg",3.321,"2025-02-26T20:10:05.097691Z"
294,"1","click","2025-02-26T20:10:07.736573Z",293,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0013.jpeg",5.818,"2025-02-26T20:10:15.082553Z"
295,"1","whistle","2025-02-26T20:10:22.675513Z",294,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0014.jpeg",4.687,"2025-02-26T20:10:22.675547Z"
296,"1","click","2025-02-26T20:10:26.242779Z",295,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0015.jpeg",3.178,"2025-02-26T20:10:26.242801Z"
297,"1","","2025-02-26T20:10:28.859903Z",296,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0016.jpeg",2.27,"2025-02-26T20:10:28.859928Z"
298,"1","whistle","2025-02-26T20:10:32.024987Z",297,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0017.jpeg",2.813,"2025-02-26T20:10:32.025011Z"
299,"1","whistle","2025-02-26T20:10:36.164512Z",298,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0018.jpeg",3.789,"2025-02-26T20:10:36.164535Z"
300,"1","whistle","2025-02-26T20:10:40.741961Z",299,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0019.jpeg",4.226,"2025-02-26T20:10:40.741983Z"
301,"1","click","2025-02-26T20:10:47.383756Z",300,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215050_436-0020.jpeg",6.293,"2025-02-26T20:10:47.383783Z"
302,"1","","2025-02-26T20:10:48.799440Z",301,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0001.jpeg",1.066,"2025-02-26T20:10:48.799467Z"
303,"1","click","2025-02-26T20:10:52.321889Z",302,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0002.jpeg",3.165,"2025-02-26T20:10:52.321913Z"
304,"1","","2025-02-26T20:10:54.445310Z",303,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0003.jpeg",1.765,"2025-02-26T20:10:54.445334Z"
305,"1","click","2025-02-26T20:10:57.669194Z",304,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0004.jpeg",2.86,"2025-02-26T20:10:57.669218Z"
306,"1","","2025-02-26T20:10:59.474474Z",305,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0005.jpeg",1.459,"2025-02-26T20:10:59.474495Z"
307,"1","click","2025-02-26T20:11:05.334248Z",306,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0006.jpeg",5.511,"2025-02-26T20:11:05.334272Z"
308,"1","","2025-02-26T20:11:06.835829Z",307,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0007.jpeg",1.14,"2025-02-26T20:11:06.835852Z"
309,"1","","2025-02-26T20:11:08.040837Z",308,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0008.jpeg",0.852,"2025-02-26T20:11:08.040861Z"
310,"1","click","2025-02-26T20:11:11.091359Z",309,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0009.jpeg",2.694,"2025-02-26T20:11:11.091381Z"
311,"1","","2025-02-26T20:11:12.319977Z",310,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0010.jpeg",0.881,"2025-02-26T20:11:12.320001Z"
312,"1","click","2025-02-26T20:11:13.989098Z",311,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0011.jpeg",1.321,"2025-02-26T20:11:13.989118Z"
313,"1","","2025-02-26T20:11:15.223569Z",312,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0012.jpeg",0.876,"2025-02-26T20:11:15.223606Z"
314,"1","","2025-02-26T20:11:16.403892Z",313,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0013.jpeg",0.812,"2025-02-26T20:11:16.403919Z"
315,"1","","2025-02-26T20:11:17.772638Z",314,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0014.jpeg",1.028,"2025-02-26T20:11:17.772661Z"
316,"1","click","2025-02-26T20:11:19.860970Z",315,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0015.jpeg",1.641,"2025-02-26T20:11:19.860991Z"
317,"1","","2025-02-26T20:11:21.082287Z",316,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0016.jpeg",0.856,"2025-02-26T20:11:21.082313Z"
318,"1","click","2025-02-26T20:11:23.914640Z",317,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0017.jpeg",2.473,"2025-02-26T20:11:23.914665Z"
319,"1","","2025-02-26T20:11:25.134107Z",318,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0018.jpeg",0.856,"2025-02-26T20:11:25.134131Z"
320,"1","","2025-02-26T20:11:26.124844Z",319,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0019.jpeg",0.633,"2025-02-26T20:11:26.124866Z"
321,"1","click","2025-02-26T20:11:27.977736Z",320,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215150_436-0020.jpeg",1.489,"2025-02-26T20:11:27.977758Z"
322,"1","whistle","2025-02-26T20:11:33.025252Z",321,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215250_436-0001.jpeg",4.674,"2025-02-26T20:11:33.025277Z"
323,"1","click","2025-02-26T20:11:37.181320Z",322,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215250_436-0002.jpeg",3.819,"2025-02-26T20:11:37.181343Z"
324,"1","","2025-02-26T20:11:38.547004Z",323,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215250_436-0003.jpeg",1.018,"2025-02-26T20:11:38.547029Z"
325,"1","click","2025-02-26T20:11:40.794566Z",324,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215250_436-0004.jpeg",1.9,"2025-02-26T20:11:40.794603Z"
326,"1","","2025-02-26T20:11:42.057420Z",325,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215250_436-0005.jpeg",0.912,"2025-02-26T20:11:42.057443Z"
327,"1","click","2025-02-26T20:11:44.225226Z",326,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215250_436-0006.jpeg",1.817,"2025-02-26T20:11:44.225250Z"
328,"1","whistle","2025-02-26T20:11:51.086354Z",327,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215250_436-0007.jpeg",6.514,"2025-02-26T20:11:51.086377Z"
329,"1","{""choices"":[""whistle"",""click""]}","2025-02-26T20:11:56.663623Z",328,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215250_436-0008.jpeg",5.269,"2025-02-26T20:11:56.663647Z"
330,"1","","2025-02-26T20:11:59.172915Z",329,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215250_436-0009.jpeg",2.156,"2025-02-26T20:11:59.172937Z"
331,"1","","2025-02-26T20:12:00.685596Z",330,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215250_436-0010.jpeg",1.159,"2025-02-26T20:12:00.685619Z"
332,"1","click","2025-02-26T20:12:02.625506Z",331,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215250_436-0011.jpeg",1.592,"2025-02-26T20:12:02.625527Z"
333,"1","","2025-02-26T20:12:03.838319Z",332,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215250_436-0012.jpeg",0.858,"2025-02-26T20:12:03.838343Z"
334,"1","","2025-02-26T20:12:05.281726Z",333,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215250_436-0013.jpeg",1.097,"2025-02-26T20:12:05.281746Z"
335,"1","","2025-02-26T20:12:06.372093Z",334,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215250_436-0014.jpeg",0.745,"2025-02-26T20:12:06.372124Z"
336,"1","click","2025-02-26T20:12:08.057490Z",335,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215250_436-0015.jpeg",1.336,"2025-02-26T20:12:08.057511Z"
337,"1","whistle","2025-02-26T20:12:14.429156Z",336,"/data/local-files/?d=home/gpu_enjoyer/Documents/datasets/FWK_HICEA2017/Sette_AC_44/images/1706_20170715_215250_436-0016.jpeg",6.013,"2025-02-26T20:12:14.429181Z"
